Date,Price,Open,High,Low,Vol
5/9/2018,25217.9,25304.2,25520.1,25088.3,2020
5/10/2018,25174.7,25217.9,25649.7,25045.1,3100
5/11/2018,25692.8,25045.1,25692.8,25045.1,2350
5/14/2018,26599.7,25951.9,26642.8,25736,4040
5/15/2018,26513.3,26772.4,26772.4,26340.6,1830
5/16/2018,26124.7,26340.6,26513.3,26124.7,1350
5/17/2018,26167.8,26081.5,26513.3,26081.5,1440
5/18/2018,26254.2,26167.8,26340.6,25390.6,1970
5/21/2018,26340.6,26426.9,26945.1,26340.6,2980
5/22/2018,25779.2,26340.6,26556.5,25692.8,2210
5/23/2018,26167.8,25908.8,26340.6,25692.8,2160
5/24/2018,25692.8,26297.4,26426.9,25692.8,2080
5/25/2018,24911,25980.8,25980.8,24911,1380
5/28/2018,23178.9,24045,24554.4,23178.9,3550
5/29/2018,24146.9,23178.9,24554.4,22847.8,4100
5/30/2018,23153.5,24095.9,24095.9,23128,2780
5/31/2018,23433.7,22949.7,23790.3,22924.2,1930
6/1/2018,23662.9,23433.7,23790.3,23280.8,2250
6/4/2018,24070.4,23688.4,24172.3,23612,2010
6/5/2018,24350.6,24197.8,24503.5,24045,2350
6/6/2018,24707.2,24452.5,24707.2,24095.9,1780
6/7/2018,24350.6,24911,24911,24299.7,1990
6/8/2018,24427,24401.6,24554.4,24197.8,1830
6/11/2018,24197.8,24325.2,24427,24197.8,1260
6/12/2018,23586.5,24197.8,24197.8,23280.8,2190
6/13/2018,23841.2,23433.7,23892.1,23433.7,789.27
6/14/2018,23739.3,23943.1,24070.4,23739.3,803.65
6/15/2018,23688.4,23586.5,23790.3,23561,771.77
6/18/2018,23128,23892.1,23892.1,23128,1210
6/19/2018,22669.5,22975.2,22975.2,21752.5,3520
6/20/2018,23128,22873.3,23128,22414.8,1140
6/21/2018,22618.6,23128,23128,22465.7,610.59
6/22/2018,22924.2,22567.6,22924.2,22363.9,655.11
6/25/2018,22975.2,23128,23128,22873.3,893
6/26/2018,22669.5,22669.5,22822.3,22567.6,420.45
6/27/2018,22567.6,22873.3,22873.3,22542.2,448.63
6/28/2018,21650.7,22567.6,22567.6,21650.7,2050
6/29/2018,21141.2,21650.7,21905.4,21141.2,1330
7/2/2018,20479,21141.2,21345,20377.1,1710
7/3/2018,19867.7,20479,20708.2,19867.7,2360
7/4/2018,20377.1,19893.1,20377.1,19612.9,1710
7/5/2018,20122.4,20377.1,20428,19612.9,1240
7/6/2018,20784.6,19867.7,21243.1,19816.7,1590
7/9/2018,20453.5,20886.5,21064.8,20275.2,1020
7/10/2018,20580.9,20529.9,20733.7,20377.1,434.85
7/11/2018,19969.5,20122.4,20377.1,19663.9,1400
7/12/2018,19765.8,19663.9,20198.8,19612.9,1190
7/13/2018,20682.7,20122.4,20784.6,20020.5,1850
7/16/2018,20835.6,20937.5,21141.2,20708.2,1130
7/17/2018,21345,20733.7,21345,20657.3,2260
7/18/2018,21854.4,21395.9,21854.4,21345,1910
7/19/2018,21650.7,21497.8,21854.4,21497.8,1310
7/20/2018,21192.2,21548.8,21548.8,21013.9,1490
7/23/2018,21395.9,21497.8,21752.5,21319.5,1940
7/24/2018,21497.8,21395.9,21625.2,21090.3,2040
7/25/2018,21599.7,21548.8,22312.9,21497.8,2310
7/26/2018,21676.1,21752.5,21905.4,21446.9,1250
7/27/2018,22058.2,21854.4,22363.9,21676.1,2260
7/30/2018,22058.2,22109.1,22160.1,22007.3,2090
7/31/2018,21803.5,22058.2,22160.1,21803.5,2780
8/1/2018,21395.9,21752.5,21930.8,21345,4240
8/2/2018,21752.5,21395.9,21752.5,21192.2,1270
8/3/2018,21701.6,21905.4,21956.3,21599.7,1260
8/6/2018,21523.3,21599.7,21752.5,21523.3,611.05
8/7/2018,21370.5,21548.8,21548.8,21268.6,1130
8/8/2018,21650.7,21370.5,21701.6,21345,1330
8/9/2018,21803.5,21905.4,22007.3,21676.1,2150
8/10/2018,21956.3,21803.5,22134.6,21752.5,1390
8/13/2018,22134.6,21956.3,22262,21956.3,1810
8/14/2018,22567.6,22287.4,22593.1,22211,2800
8/15/2018,22312.9,22567.6,22771.4,22262,2890
8/16/2018,22417.2,22365,22417.2,22130.4,2410
8/17/2018,22677.8,22521.4,22677.8,22417.2,1620
8/20/2018,22782.1,22677.8,23094.9,22495.4,1670
8/21/2018,22782.1,22730,22834.2,22625.7,1260
8/22/2018,22964.6,22808.2,23094.9,22782.1,2010
8/23/2018,23147,22990.6,23199.2,22990.6,1750
8/24/2018,23173.1,23147,23199.2,22886.4,1100
8/27/2018,23147,23094.9,23199.2,23042.8,1410
8/28/2018,23042.8,23094.9,23173.1,22964.6,1590
8/29/2018,23042.8,23016.7,23147,22912.4,1350
