Date,Price,Open,High,Low,Vol
17/10/2018,26480.9,26021.7,26633.9,25983.4,3610000
18/10/2018,26480.9,26327.8,26901.8,25868.6,4220000
19/10/2018,26480.9,26021.7,26595.7,25868.6,2530000
22/10/2018,26787,26787,27131.4,26557.4,4580000
23/10/2018,26710.5,26633.9,26940.1,25639,4590000
24/10/2018,24950.2,26710.5,26787,24950.2,2810000
25/10/2018,23878.7,23228.2,24491,23228.2,5780000
26/10/2018,23419.5,24491,24720.6,23419.5,2360000
29/10/2018,22118.4,23343,23572.6,22041.9,3120000
30/10/2018,21123.5,21812.3,22730.7,21123.5,3950000
31/10/2018,22577.6,21812.3,22577.6,21582.7,2100000
1/11/2018,23228.2,24070,24108.3,23189.9,3740000
2/11/2018,24835.4,23725.6,24835.4,23572.6,4360000
5/11/2018,25103.3,24491,25103.3,24184.8,2180000
6/11/2018,24491,25256.3,25371.1,24376.2,2310000
7/11/2018,24835.4,24491,25141.5,24414.4,2660000
